Cell,lon,lat
Cell1811,111.32376,30.87279
Cell1812,111.365166,31.208437
Cell1813,111.38733,30.523886
Cell1814,111.422714,30.402227
Cell1815,111.4273,30.438606
Cell1816,111.44771,30.387608
Cell1817,111.45964,30.392784
Cell1818,111.46557,30.36529
Cell1819,111.494156,30.290428
Cell1820,111.501205,30.286093
Cell1821,111.501884,30.423681
Cell1822,111.503494,30.290344
Cell1823,111.50777,30.292446
Cell1824,111.523125,30.4269
Cell1825,111.52314,30.263226
Cell1826,111.52314,30.426928
Cell1827,111.53386,30.000422
Cell1828,111.54826,32.265556
Cell1829,111.55076,30.258211
Cell1830,111.55077,30.258251
Cell1831,111.559265,30.245129
Cell1832,111.56208,30.603083
Cell1833,111.56356,30.351377
Cell1834,111.564926,30.254665
Cell1835,111.570564,30.287851
Cell1836,111.57625,30.533434
Cell1837,111.59423,32.27944
Cell1838,111.59474,30.436647
Cell1839,111.59516,30.369406
Cell1840,111.606415,29.980162
Cell1841,111.60762,32.482807
Cell1842,111.608086,31.115107
Cell1843,111.61457,30.373358
Cell1844,111.61652,30.365412
Cell1845,111.62134,31.074654
Cell1846,111.62947,32.30571
Cell1847,111.635,31.028809
Cell1848,111.63595,30.67284
Cell1849,111.64054,30.373848
Cell1850,111.6541,32.2547
Cell1851,111.66423,31.042318
Cell1852,111.669624,32.37769
Cell1853,111.675095,32.426735
Cell1854,111.67663,32.247597
Cell1855,111.68187,30.421837
Cell1856,111.6826,32.39753
Cell1857,111.69622,30.667109
Cell1858,111.702446,30.906313
Cell1859,111.70944,32.58745
Cell1860,111.7164,30.341139
Cell1861,111.71701,30.560013
Cell1862,111.71953,32.236927
Cell1863,111.72002,32.289837
Cell1864,111.727974,30.427788
Cell1865,111.72965,30.439753
Cell1866,111.730225,30.433487
Cell1867,111.733345,32.2115
Cell1868,111.73509,32.535378
Cell1869,111.7365,30.182474
Cell1870,111.737625,30.789766
Cell1871,111.7393,30.444147
Cell1872,111.74163,30.531227
Cell1873,111.74858,30.46207
Cell1874,111.749535,30.47204
Cell1875,111.75695,30.486973
Cell1876,111.759766,30.4761
Cell1877,111.76397,30.815079
Cell1878,111.765755,30.4428
Cell1879,111.76746,30.425623
Cell1880,111.76933,30.260244
Cell1881,111.77315,30.810562
Cell1882,111.773895,30.146887
Cell1883,111.780426,30.424385
Cell1884,111.78053,30.807259
Cell1885,111.78091,32.160103
Cell1886,111.782074,30.818888
Cell1887,111.78689,30.190031
Cell1888,111.78949,30.843124
Cell1889,111.792946,30.166218
Cell1890,111.7966,30.816954
Cell1891,111.81679,30.803722
Cell1892,111.81684,32.164017
Cell1893,111.823395,30.801641
Cell1894,111.82447,31.767035
Cell1895,111.83045,30.791538
Cell1896,111.8324,32.5258
Cell1897,111.834236,31.773817
Cell1898,111.83964,31.803967
Cell1899,111.84219,31.736963
Cell1900,111.84957,31.789944
Cell1901,111.85432,29.92708
Cell1902,108.67309,30.542734
Cell1903,108.7092,30.511658
Cell1904,108.713135,30.473051
Cell1905,108.82513,30.270592
Cell1906,108.85537,30.276657
Cell1907,108.91935,30.288656
Cell1908,108.9242,30.307014
Cell1909,108.93253,30.283709
Cell1910,108.93521,30.295956
Cell1911,108.95644,30.302877
Cell1912,108.96958,30.277273
Cell1913,109.28327,29.674582
Cell1914,109.35174,29.415783
Cell1915,109.38915,29.490171
Cell1916,109.41868,29.508862
Cell1917,109.419106,29.502535
Cell1918,109.42003,29.525454
Cell1919,109.45197,29.554705
Cell1920,109.50832,29.760548
Cell1921,109.69798,32.31177
Cell1922,109.713486,32.308388
Cell1923,109.71352,32.308388
Cell1924,109.833534,30.788305
Cell1925,109.90486,30.62045
Cell1926,110.39185,30.643002
Cell1927,110.40992,33.00673
Cell1928,110.41525,32.978832
Cell1929,110.42729,30.042221
Cell1930,110.44604,32.009678
Cell1931,110.46553,30.348959
Cell1932,110.73662,32.656937
Cell1933,110.73875,32.07678
Cell1934,110.87804,30.172972
Cell1935,110.96589,30.505098
Cell1936,111.00352,32.400356
Cell1937,111.00861,30.69515
Cell1938,111.01002,32.851757
Cell1939,111.0661,30.156021
Cell1940,111.077034,30.174812
Cell1941,111.22558,30.385721
Cell1942,111.254084,32.307533
Cell1943,111.25722,30.818844
Cell1944,111.31882,30.502298
Cell1945,111.34653,30.482592
Cell1946,111.35984,32.424946
Cell1947,111.36815,30.650166
Cell1948,111.38065,30.428164
Cell1949,111.4121,30.414684
Cell1950,111.4347,30.368801
Cell1951,111.45158,32.29336
Cell1952,111.45845,30.402657
Cell1953,111.46554,30.365273
Cell1954,111.48177,30.31038
Cell1955,111.487076,30.72843
Cell1956,111.48726,30.303833
Cell1957,111.493484,30.285856
Cell1958,111.49355,30.064432
Cell1959,111.50987,30.269096
Cell1960,111.519165,32.27572
Cell1961,111.545654,30.678665
Cell1962,111.55927,30.245138
Cell1963,111.57666,30.694088
Cell1964,111.57773,30.464197
Cell1965,111.586624,30.522583
Cell1966,111.58978,30.650871
Cell1967,111.61226,31.055351
Cell1968,111.62637,31.0534
Cell1969,111.62951,30.924458
Cell1970,111.65057,32.453682
Cell1971,111.67932,30.035118
Cell1972,111.681885,30.421846
Cell1973,111.69175,32.335743
Cell1974,111.715515,32.36014
Cell1975,111.73644,30.771425
Cell1976,111.738884,30.437323
Cell1977,111.74089,30.159689
Cell1978,111.744415,32.136707
Cell1979,111.74954,30.472101
Cell1980,111.75289,30.480885
Cell1981,111.75339,32.45334
Cell1982,111.754845,30.448538
Cell1983,111.755646,30.781996
Cell1984,111.759705,30.476137
Cell1985,111.76229,30.482653
Cell1986,111.76412,30.823877
Cell1987,111.76464,30.177912
Cell1988,111.768684,30.182745
Cell1989,111.77075,30.176302
Cell1990,111.7743,30.170088
Cell1991,111.778404,30.166065
Cell1992,111.78124,30.154432
Cell1993,111.78431,30.832668
Cell1994,111.788895,30.156424
Cell1995,111.789055,30.204994
Cell1996,111.7943,30.568752
Cell1997,111.797661,30.829355
Cell1998,111.79785,30.180182
Cell1999,111.79883,30.822037
Cell2000,111.80464,30.829329
Cell2001,111.808174,30.205627
Cell2002,111.810844,30.831612
Cell2003,111.81573,30.81454
Cell2004,111.816864,32.163982
Cell2005,111.81926,31.75133
Cell2006,111.820854,32.445187
Cell2007,111.82122,32.141354
Cell2008,111.82922,32.171955
Cell2009,111.83011,32.14634
Cell2010,111.83045,30.791477
Cell2011,111.8332,32.493736
Cell2012,111.836334,31.781263
Cell2013,111.836525,30.836414
Cell2014,111.839645,31.804024
Cell2015,111.840836,31.868755
Cell2016,111.843907,30.034133
Cell2017,111.84728,31.795458
Cell2018,111.84801,31.739827
Cell2019,111.85954,32.349712
Cell2020,111.870056,31.726
Cell2021,111.8703001,31.784922
Cell2022,111.88046,31.708149
Cell2023,111.88347,31.788912
Cell2024,111.885574,32.117603
Cell2025,111.89069,30.103052
Cell2026,111.906784,31.69375
Cell2027,111.91089,31.7109
Cell2028,111.9124,31.788746
Cell2029,111.92402,31.783667
Cell2030,111.96586,31.717833
Cell2031,111.97059,30.56722
Cell2032,111.97568,32.04847
Cell2033,111.97885,31.026546
Cell2034,111.98111,30.697206
Cell2035,111.98563,30.56788
Cell2036,111.99361,31.821648
Cell2037,111.99625,32.0343
Cell2038,108.67578,30.520908
Cell2039,108.689125,30.453903
Cell2040,108.92063,30.314737
Cell2041,108.94803,29.529793
Cell2042,108.95646,30.302893
Cell2043,109.25269,29.548903
Cell2044,109.340805,29.428358
Cell2045,109.34085,29.428358
Cell2046,109.40249,29.491274
Cell2047,109.404015,29.519402
Cell2048,109.42003,29.525433
Cell2049,109.42389,29.524132
Cell2050,109.74889,30.671041
Cell2051,109.90109,30.551615
Cell2052,109.95525,30.334671
Cell2053,110.37127,32.828022
Cell2054,110.425415,30.050268
Cell2055,110.42726,30.042233
Cell2056,110.43776,32.997593
Cell2057,110.43866,33.009712
Cell2058,110.66716,30.206417
Cell2059,110.72497,32.0515
Cell2060,110.79715,32.762474
Cell2061,111.014694,32.423466
Cell2062,111.0731,30.179111
Cell2063,111.083206,30.34278
Cell2064,111.12553,30.732277
Cell2065,111.24122,30.62775
Cell2066,111.254084,31.71258
Cell2067,111.254084,31.95838
Cell2068,111.254084,32.255371
Cell2069,111.254084,32.357021
Cell2070,111.254084,32.39888
Cell2071,111.26731,30.506903
Cell2072,111.361021,30.182603
Cell2073,111.382614,30.508377
Cell2074,111.39673,30.523188
Cell2075,111.42102,30.352362
Cell2076,111.42707,30.371243
Cell2077,111.443115,29.977123
Cell2078,111.44558,30.369392
Cell2079,111.448074,30.392092
Cell2080,111.456696,30.384888
Cell2081,111.46868,30.392912
Cell2082,111.49072,30.954802
Cell2083,111.492905,30.334038
Cell2084,111.49647,32.248642
Cell2085,111.50612,30.400652
Cell2086,111.50744,32.17199
Cell2087,111.57664,30.694086
Cell2088,111.59864,30.652605
Cell2089,111.59979,32.287228
Cell2090,111.60678,30.174513
Cell2091,111.61237,30.386553
Cell2092,111.614586,32.30361
Cell2093,111.62639,32.383907
Cell2094,111.62703,32.28711
Cell2095,111.66894,32.440445
Cell2096,111.67278,31.036299
Cell2097,111.67672,32.351513
Cell2098,111.69584,29.90056
Cell2099,111.70352,32.351173
Cell2100,111.70578,31.603947
Cell2101,111.71651,32.2615
Cell2102,111.717064,30.559977
Cell2103,111.73645,30.771463
Cell2104,111.738144,30.492062
Cell2105,111.74058,30.778265
Cell2106,111.74096,30.177189
Cell2107,111.74161,30.531229
Cell2108,111.76895,30.81377
Cell2109,111.77625,30.853008
Cell2110,111.77837,30.166151
Cell2111,111.78211,30.818853
Cell2112,111.786125,30.439188
Cell2113,111.79001,30.810688
Cell2114,111.79786,30.180243
Cell2115,111.80323,32.12474
Cell2116,111.81923,31.751356
Cell2117,111.82577,30.858923
Cell2118,111.829575,30.255465
Cell2119,111.83238,32.525795
Cell2120,111.840866,30.025223
Cell2121,111.843852,30.034151
Cell2122,111.84896,31.780352
Cell2123,111.87499,29.877441
Cell2124,111.876495,30.893114
Cell2125,111.8987,30.911682
Cell2126,111.90619,30.717064
Cell2127,111.923,30.17377
Cell2128,111.92874,30.665815
Cell2129,111.934044,29.974213
Cell2130,111.955246,30.797073
Cell2131,111.95899,31.711332
Cell2132,111.96023,30.675844
Cell2133,111.9667,32.346527
Cell2134,111.97435,32.107765
Cell2135,111.97571,32.048466
Cell2136,111.991875,32.047592
Cell2137,111.99358,31.82167
Cell2138,111.99828,31.809189
Cell2139,112.0017,32.09809
Cell2140,112.0166,32.14338
Cell2141,112.02292,30.18237
Cell2142,112.02391,31.48489
Cell2143,112.02644,32.09984
Cell2144,112.03119,29.873459
Cell2145,112.034966,32.070477
Cell2146,112.0443,31.689295
Cell2147,112.05522,32.061916
Cell2148,112.06399,30.993763
Cell2149,112.072105,29.916222
Cell2150,112.07449,30.95759
Cell2151,112.08926,30.991043
Cell2152,112.10347,30.399017
Cell2153,112.12478,32.315945
Cell2154,112.126495,30.394787
Cell2155,112.127754,32.1639
Cell2156,112.12841,32.170635
Cell2157,112.13355,31.820665
Cell2158,112.13361,31.820656
Cell2159,112.13439,31.856241
Cell2160,112.136375,30.175423
Cell2161,112.13998,32.30258
Cell2162,112.14,32.302597
Cell2163,112.14056,31.809547
Cell2164,112.152596,31.800411
Cell2165,112.160255,29.786304
Cell2166,112.16076,30.048605
Cell2167,112.16235,30.478283
Cell2168,112.183,31.630936
Cell2169,112.19908,31.817408
Cell2170,112.19973,29.699242
Cell2171,112.20453,30.073391
Cell2172,112.204926,30.06883
Cell2173,112.210335,31.803957
Cell2174,112.8055,32.133415
Cell2175,112.8127,32.088654
Cell2176,112.82097,31.190815
Cell2177,112.853584,29.829958
Cell2178,112.85729,30.033627
Cell2179,112.867004,30.842333
Cell2180,112.868004,30.925533
Cell2181,112.881134,29.821129
Cell2182,112.88185,30.830793
Cell2183,112.88685,30.15077
Cell2184,112.89526,29.853827
Cell2185,112.90562,29.84978
Cell2186,112.91065,29.810333
Cell2187,112.91133,29.837896
Cell2188,112.91551,29.831505
Cell2189,112.9186,29.84103
Cell2190,112.925385,32.24912
Cell2191,112.92823,30.584408
Cell2192,112.93204,29.84441
Cell2193,112.93882,29.841103
Cell2194,112.946266,32.263973
Cell2195,112.95733,31.480263
Cell2196,112.95964,30.953083
Cell2197,112.95994,29.853708
Cell2198,112.96,29.853718
Cell2199,112.96621,31.461998
Cell2200,112.97662,30.837688
Cell2201,112.977516,30.03481
Cell2202,112.99059,31.480831
Cell2203,113.00996,29.590206
Cell2204,113.024445,30.487152
Cell2205,113.03747,29.626663
Cell2206,113.0737,32.15847
Cell2207,113.07937,32.140125
Cell2208,113.082596,32.181904
Cell2209,113.09481,31.03476
Cell2210,113.10173,30.99135
Cell2211,113.10421,30.984419
Cell2212,113.10474,29.710331
Cell2213,113.10692,30.10938
Cell2214,113.10899,31.036287
Cell2215,113.11066,31.044794
Cell2216,113.11713,31.012122
Cell2217,113.120346,29.720108
Cell2218,113.12037,29.720089
Cell2219,113.12047,31.021793
Cell2220,113.12454,31.031803
Cell2221,113.126254,31.021039
Cell2222,113.12894,30.998133
Cell2223,113.13168,31.977444
Cell2224,113.13257,29.94067
Cell2225,113.13446,31.010424
Cell2226,113.13901,31.02646
Cell2227,113.14422,31.021982
Cell2228,113.15167,31.016476
Cell2229,113.15179,30.984358
Cell2230,113.154144,31.013039
Cell2231,113.16318,30.994751
Cell2232,113.191154,29.630053
Cell2233,113.19833,30.988394
Cell2234,113.19959,31.742691
Cell2235,113.2017,29.962967
Cell2236,113.20635,29.5549
Cell2237,113.28918,31.871136
Cell2238,113.319626,30.927652
Cell2239,113.39152,31.117027
Cell2240,113.42273,30.01778
Cell2241,113.42501,29.791113
Cell2242,113.42593,31.47299
Cell2243,113.42641,30.059801
Cell2244,113.45182,29.845854
Cell2245,113.45279,29.83384
Cell2246,113.45346,29.800964
Cell2247,113.45808,29.805925
Cell2248,113.46171,29.833776
Cell2249,113.47186,29.997133
Cell2250,113.521805,29.84006
Cell2251,113.53278,29.845146
Cell2252,113.55031,30.06712
Cell2253,113.5573,29.861633
Cell2254,113.56514,31.513622
Cell2255,113.692986,31.033937
Cell2256,113.710144,29.282778
Cell2257,113.71306,31.286392
Cell2258,113.71512,30.04675
Cell2259,113.71512,30.046753
Cell2260,113.734344,32.30867
Cell2261,113.753105,30.357182
Cell2262,113.768684,30.294762
Cell2263,113.7747,30.318348
Cell2264,113.77856,31.547653
Cell2265,113.80782,30.430288
Cell2266,113.81674,31.269482
Cell2267,113.84123,30.437092
Cell2268,113.84693,31.586634
Cell2269,113.84718,30.264097
Cell2270,113.85352,30.173346
Cell2271,113.85824,30.160736
Cell2272,113.86066,30.014277
Cell2273,113.86203,30.177265
Cell2274,113.866295,30.159725
Cell2275,113.86715,30.16485
Cell2276,113.87109,31.678097
Cell2277,113.87775,30.170725
Cell2278,113.88804,29.720678
Cell2279,113.892746,29.731165
Cell2280,113.89416,30.482708
Cell2281,113.918846,30.543447
Cell2282,113.92015,30.474104
Cell2283,113.920265,30.697447
Cell2284,113.92487,30.437057
Cell2285,113.92958,30.645
Cell2286,113.93074,30.214117
Cell2287,113.93639,30.697577
Cell2288,113.94965,31.617155
Cell2289,113.95045,30.457596
Cell2290,113.96211,30.669237
Cell2291,113.97183,31.247765
Cell2292,113.98302,30.516361
Cell2293,113.99058,30.558254
Cell2294,113.99237,30.623796
Cell2295,113.995186,30.450722
Cell2296,113.997025,31.514652
Cell2297,113.999344,31.598131
Cell2298,114.00197,30.652428
Cell2299,114.007355,30.58035
Cell2300,114.01199,30.61729
Cell2301,114.01228,30.574488
Cell2302,114.01791,30.587341
Cell2303,114.02515,30.570562
Cell2304,114.02694,30.504663
Cell2305,114.031876,30.591606
Cell2306,114.03615,30.558348
Cell2307,114.03688,30.662205
Cell2308,114.0369,29.545824
Cell2309,114.03866,30.630579
Cell2310,112.924866,29.817724
Cell2311,112.93937,29.825867
Cell2312,112.93938,29.82591
Cell2313,112.94155,29.95957
Cell2314,112.94638,29.84309
Cell2315,112.95086,30.13678
Cell2316,112.9523,29.859669
Cell2317,112.95676,29.56367
Cell2318,112.976616,30.837687
Cell2319,112.977486,30.034801
Cell2320,113.00805,29.882624
Cell2321,113.01206,31.630852
Cell2322,113.04981,29.746517
Cell2323,113.04982,29.746511
Cell2324,113.068924,32.16877
Cell2325,113.07955,31.342718
Cell2326,113.08395,29.686655
Cell2327,113.102135,31.033276
Cell2328,113.10476,29.71034
Cell2329,113.106926,30.10938
Cell2330,113.107796,31.023958
Cell2331,113.10957,31.003698
Cell2332,113.110634,31.044836
Cell2333,113.12018,31.038027
Cell2334,113.14583,29.586937
Cell2335,113.151726,31.016531
Cell2336,113.15173,31.016539
Cell2337,113.152445,31.009227
Cell2338,113.15297,29.747213
Cell2339,113.162605,29.60566
Cell2340,113.1656,31.003387
Cell2341,113.191086,29.630022
Cell2342,113.19528,31.754438
Cell2343,113.19556,31.31603
Cell2344,113.19648,32.346573
Cell2345,113.20783,29.801826
Cell2346,113.21698,29.893703
Cell2347,113.23278,30.963203
Cell2348,113.235916,30.013586
Cell2349,113.23629,31.949314
Cell2350,113.25613,30.081175
Cell2351,113.256195,32.15468
Cell2352,113.279564,32.234135
Cell2353,113.28237,31.85098
Cell2354,113.29328,31.886738
Cell2355,113.2980001,31.871801
Cell2356,113.33455,30.084892
Cell2357,113.36975,30.506214
Cell2358,113.38439,30.028633
Cell2359,113.391525,31.117035
Cell2360,113.461296,29.84027
Cell2361,113.4891,29.92637
Cell2362,113.4891,29.926373
Cell2363,113.50845,29.830727
Cell2364,113.53271,29.845177
Cell2365,113.56514,31.513645
Cell2366,113.58065,29.807022
Cell2367,113.58948,29.750383
Cell2368,113.59295,29.922756
Cell2369,113.61134,31.418493
Cell2370,113.645676,31.411901
Cell2371,113.66057,29.297771
Cell2372,113.681114,29.644018
Cell2373,113.70687,31.702412
Cell2374,113.71131,29.304035
Cell2375,113.713974,29.975563
Cell2376,113.71535,32.31948
Cell2377,113.71688,31.257347
Cell2378,113.71871,31.838291
Cell2379,113.73753,30.419098
Cell2380,113.73935,30.396511
Cell2381,113.770325,30.429941
Cell2382,113.77166,29.94323
Cell2383,113.77465,30.31825
Cell2384,113.78704,31.651997
Cell2385,113.78848,30.435024
Cell2386,113.7897,30.418137
Cell2387,113.827717,31.591373
Cell2388,113.82972,31.720718
Cell2389,113.83143,31.598104
Cell2390,113.852745,31.595716
Cell2391,113.86342,29.733257
Cell2392,113.866356,30.159641
Cell2393,113.867516,30.16938
Cell2394,113.8787,30.152851
Cell2395,113.89262,29.73123
Cell2396,113.89889,30.552393
Cell2397,113.90341,30.466051
Cell2398,113.91233,31.616697
Cell2399,113.919785,31.452868
Cell2400,113.92376,30.922567
Cell2401,113.93221,30.465837
Cell2402,113.935005,31.61441
Cell2403,113.93535,30.421946
Cell2404,113.93639,30.697569
Cell2405,113.95732,30.687786
Cell2406,113.965324,30.456161
Cell2407,113.96624,30.652822
Cell2408,113.977936,30.592052
Cell2409,113.983612,30.456013
Cell2410,113.999306,31.631437
Cell2411,114.00448,30.596544
Cell2412,114.01063,30.464626
Cell2413,114.012726,30.588852
Cell2414,114.012794,30.588772
Cell2415,114.014786,30.632214
Cell2416,114.01552,30.409086
Cell2417,114.016335,30.768261
Cell2418,114.01925,30.668493
Cell2419,114.01969,30.482527
Cell2420,114.021835,30.579437
Cell2421,114.02791,30.459911
Cell2422,114.02978,30.64203
Cell2423,114.03274,30.43287
Cell2424,114.033226,30.332424
Cell2425,114.03365,30.477753
Cell2426,114.034996,30.435413
Cell2427,114.03618,30.638378
Cell2428,114.03629,30.67559
Cell2429,114.03866,30.630592
Cell2430,114.04815,30.45273
Cell2431,114.053635,30.62434
Cell2432,114.05681,30.31513
Cell2433,114.05787,30.30967
Cell2434,114.0593,30.433247
Cell2435,114.0623,30.582552
Cell2436,114.065445,30.701769
Cell2437,114.06584,30.424644
Cell2438,114.071175,30.332037
Cell2439,114.07353,30.456478
Cell2440,114.074715,30.308569
Cell2441,114.07511,30.561058
Cell2442,114.07533,30.478437
Cell2443,114.075935,30.304104
Cell2444,114.077896,30.353529
Cell2445,112.7538,32.106827
Cell2446,112.7591,32.050816
Cell2447,112.76117,31.991503
Cell2448,112.76251,32.078125
Cell2449,112.76678,32.090874
Cell2450,112.76805,32.129723
Cell2451,112.77071,32.14665
Cell2452,112.77301,32.09717
Cell2453,112.7784,32.14709
Cell2454,112.77879,32.156647
Cell2455,112.786995,32.09943
Cell2456,112.79128,32.125877
Cell2457,112.8055,29.882824
Cell2458,112.80567,32.133308
Cell2459,112.830826,32.094746
Cell2460,112.84315,32.202003
Cell2461,112.85358,29.829954
Cell2462,112.871025,30.075855
Cell2463,112.88231,30.078068
Cell2464,112.89118,29.850317
Cell2465,112.90111,32.049717
Cell2466,112.91008,29.858828
Cell2467,112.91124,29.837915
Cell2468,112.9213,29.853683
Cell2469,112.9237,31.668428
Cell2470,112.93831,31.958342
Cell2471,112.939384,29.8259
Cell2472,112.94303,29.548708
Cell2473,112.95588,29.500868
Cell2474,112.958565,32.153584
Cell2475,112.96,29.85371
Cell2476,112.96583,30.127844
Cell2477,112.96588,32.331764
Cell2478,112.96656,32.33866
Cell2479,112.97578,31.486675
Cell2480,113.00071,29.876282
Cell2481,113.00214,30.66485
Cell2482,113.01296,29.898197
Cell2483,113.02922,32.006733
Cell2484,113.029274,32.006763
Cell2485,113.07062,32.184303
Cell2486,113.073685,32.15851
Cell2487,113.07374,31.491043
Cell2488,113.09119,30.840303
Cell2489,113.097595,30.059088
Cell2490,113.101654,31.020662
Cell2491,113.10174,30.991348
Cell2492,113.10707,30.998165
Cell2493,113.115616,31.02131
Cell2494,113.11563,31.021317
Cell2495,113.11674,31.024334
Cell2496,113.1317,31.961218
Cell2497,113.13609,30.99626
Cell2498,113.13629,32.25362
Cell2499,113.138985,31.026447
Cell2500,113.13899,31.026394
Cell2501,113.15133,31.005892
Cell2502,113.16474,29.867332
Cell2503,113.16562,31.003374
Cell2504,113.17591,30.67155
Cell2505,113.18085,29.707922
Cell2506,113.183945,30.998293
Cell2507,113.1891,29.965363
Cell2508,113.20555,30.00276
Cell2509,113.20642,29.859451
Cell2510,113.21045,31.911842
Cell2511,113.21697,29.893726
Cell2512,113.22751,31.646828
Cell2513,113.2286,30.097721
Cell2514,113.22861,30.097723
Cell2515,113.26868,29.615417
Cell2516,113.31558,29.926815
Cell2517,113.33465,30.084911
Cell2518,113.343254,30.093422
Cell2519,113.378784,29.747448
Cell2520,113.39743,30.521881
Cell2521,113.4229,30.017727
Cell2522,113.4344,29.793768
Cell2523,113.450966,29.854097
Cell2524,113.4580001,31.687001
Cell2525,113.4586,29.846424
Cell2526,113.48271,29.822414
Cell2527,113.53882,32.28408
Cell2528,113.53966,29.847971
Cell2529,113.57275,29.814817
Cell2530,113.665695,29.970081
Cell2531,113.67566,29.311638
Cell2532,113.681015,29.644135
Cell2533,113.68319,29.91135
Cell2534,113.689173,30.314446
Cell2535,113.706825,31.702421
Cell2536,113.71458,30.032583
Cell2537,113.73591,30.997702
Cell2538,113.74365,29.591171
Cell2539,113.761635,29.940048
Cell2540,113.79961,30.102757
Cell2541,113.80591,30.439934
Cell2542,113.84455,31.576857
Cell2543,113.847664,30.008156
Cell2544,113.84876,29.389627
Cell2545,113.853004,29.706352
Cell2546,113.867134,30.164835
Cell2547,113.8866,31.107925
Cell2548,113.88722,30.163485
Cell2549,113.88907,30.272818
Cell2550,113.896904,29.969465
Cell2551,113.900345,29.976608
Cell2552,113.909424,30.426247
Cell2553,113.91249,30.681803
Cell2554,113.917213,29.982962
Cell2555,113.92426,30.672392
Cell2556,113.925674,30.459923
Cell2557,113.929344,29.973236
Cell2558,113.93754,30.459766
Cell2559,113.94048,30.694557
Cell2560,113.96099,30.548912
Cell2561,113.9621,30.669252
Cell2562,113.98366,30.456052
Cell2563,113.99724,31.62475
Cell2564,114.00103,30.539244
Cell2565,114.00515,30.662546
Cell2566,114.00726,30.580435
Cell2567,114.01537,30.458708
Cell2568,114.022095,30.575876
Cell2569,114.02353,30.640121
Cell2570,114.02382,30.650036
Cell2571,114.02978,30.642027
Cell2572,114.03333,30.575583
Cell2573,114.03595,30.578293
Cell2574,114.0424,30.291203
Cell2575,114.04365,30.573309
Cell2576,114.043686,30.478008
Cell2577,114.046364,30.627342
Cell2578,114.04701,30.500208
Cell2579,114.04731,30.461887
Cell2580,114.049045,29.529708
Cell2581,111.956795,31.718636
Cell2582,111.96323,30.420252
Cell2583,111.96672,32.34649
Cell2584,111.96936,30.55833
Cell2585,111.97887,31.026573
Cell2586,112.00167,32.098083
Cell2587,112.001686,32.09808
Cell2588,112.00563,30.4896
Cell2589,112.013016,30.618036
Cell2590,112.014595,32.034286
Cell2591,112.02154,30.215046
Cell2592,112.02154,30.215067
Cell2593,112.02292,32.019955
Cell2594,112.0245,32.08444
Cell2595,112.02646,32.099827
Cell2596,112.035034,32.07045
Cell2597,112.04673,31.189276
Cell2598,112.06345,31.695686
Cell2599,112.063484,31.937395
Cell2600,112.07778,29.911116
Cell2601,112.08653,29.912804
Cell2602,112.093994,31.961964
Cell2603,112.111015,29.99596
Cell2604,112.11949,32.16389
Cell2605,112.12088,30.148579
Cell2606,112.1248,32.315964
Cell2607,112.12483,31.491436
Cell2608,112.1265,32.180817
Cell2609,112.138,32.315784
Cell2610,112.146805,32.022083
Cell2611,112.15203,30.943916
Cell2612,112.16783,29.669333
Cell2613,112.18125,31.966776
Cell2614,112.18294,31.630873
Cell2615,112.19127,30.046621
Cell2616,112.19279,30.1057
Cell2617,112.20192,31.625057
Cell2618,112.203896,30.060383
Cell2619,112.20513,30.081013
Cell2620,112.20686,29.852768
Cell2621,112.20831,30.074791
Cell2622,112.213425,30.282585
Cell2623,112.21871,30.037916
Cell2624,112.222145,31.239643
Cell2625,112.222206,31.799494
Cell2626,112.2227,31.823566
Cell2627,112.22795,32.262894
Cell2628,112.23161,31.701372
Cell2629,112.23291,31.797098
Cell2630,112.23429,31.6757
Cell2631,112.237697,31.722742
Cell2632,112.23964,30.042208
Cell2633,112.246895,31.720251
Cell2634,112.25202,30.191702
Cell2635,112.25204,30.191729
Cell2636,112.254196,31.709803
Cell2637,112.2542,31.709763
Cell2638,112.261765,29.983253
Cell2639,112.26894,30.919777
Cell2640,112.275696,31.706549
Cell2641,112.27579,30.474154
Cell2642,112.27914,30.555962
Cell2643,112.28046,31.047829
Cell2644,112.284805,32.15846
Cell2645,112.29144,30.909195
Cell2646,112.293785,29.761353
Cell2647,112.29648,31.735943
Cell2648,112.30364,31.440619
Cell2649,112.3051,31.747488
Cell2650,112.30516,29.971321
Cell2651,112.31353,31.432407
Cell2652,112.31762,29.749111
Cell2653,112.33109,29.889982
Cell2654,112.33304,32.259666
Cell2655,112.37519,29.698038
Cell2656,112.377075,30.514914
Cell2657,112.3848,32.30671
Cell2658,112.39642,32.19033
Cell2659,112.396484,32.190315
Cell2660,112.401474,30.038572
Cell2661,112.40495,29.701368
Cell2662,112.40525,31.01084
Cell2663,112.405785,31.476227
Cell2664,112.410324,30.039318
Cell2665,112.42167,30.026222
Cell2666,112.42619,29.641485
Cell2667,112.429794,30.034624
Cell2668,112.44528,30.082531
Cell2669,112.45512,29.724176
Cell2670,112.462555,29.721619
Cell2671,112.46919,30.505686
Cell2672,112.506676,30.768867
Cell2673,112.52493,30.70025
Cell2674,112.52625,29.719353
Cell2675,112.53081,31.168596
Cell2676,112.53611,29.98697
Cell2677,112.5409,29.901323
Cell2678,112.545975,29.994774
Cell2679,112.54751,30.679602
Cell2680,112.55349,32.076424
Cell2681,112.56823,30.697807
Cell2682,112.56927,31.151749
Cell2683,112.571205,31.178267
Cell2684,112.571465,30.666529
