Cell,lon,lat
Cell932,111.82398,30.808968
Cell933,111.82693,32.09473
Cell934,111.82912,32.129517
Cell935,111.82916,32.15732
Cell936,111.8305,30.791529
Cell937,111.83528,31.864931
Cell938,111.83956,31.787407
Cell939,111.8408,32.122986
Cell940,111.84394,31.784744
Cell941,111.84534,32.531677
Cell942,111.84721,32.038273
Cell943,111.84728,30.79704
Cell944,111.85912,29.905928
Cell945,111.86371,31.787611
Cell946,111.86603,30.182638
Cell947,111.88874,30.413157
Cell948,111.91239,31.788774
Cell949,111.913864,31.796352
Cell950,108.68098,30.307734
Cell951,108.699508,30.273053
Cell952,108.70548,30.269333
Cell953,108.72198,30.033293
Cell954,108.81181,30.398623
Cell955,108.84857,30.381567
Cell956,108.89041,30.279348
Cell957,108.929054,30.293934
Cell958,108.95424,30.284836
Cell959,108.954391,30.310403
Cell960,108.963036,30.298513
Cell961,108.974945,29.781574
Cell962,109.002815,30.275751
Cell963,109.18308,29.427965
Cell964,109.253426,29.431894
Cell965,109.32021,30.315683
Cell966,109.37587,29.440702
Cell967,109.39735,29.458944
Cell968,109.411835,29.69647
Cell969,109.41764,29.519922
Cell970,109.41863,29.528973
Cell971,109.41921,29.502558
Cell972,109.70634,30.602404
Cell973,109.710304,30.60411
Cell974,109.711975,32.322376
Cell975,109.80743,30.517683
Cell976,110.22545,32.228256
Cell977,110.4224,33.002388
Cell978,110.54168,29.866228
Cell979,110.61848,30.07859
Cell980,110.61933,32.060745
Cell981,110.67371,30.197168
Cell982,110.79715,32.76248
Cell983,110.79995,32.84044
Cell984,110.81488,32.823936
Cell985,110.91695,32.731495
Cell986,111.010544,30.499887
Cell987,111.04639,30.429384
Cell988,111.08349,30.324656
Cell989,111.16458,30.440643
Cell990,111.201324,32.90172
Cell991,111.326416,30.359524
Cell992,111.39266,30.545946
Cell993,111.40343,30.317852
Cell994,111.42166,30.476965
Cell995,111.44678,30.381088
Cell996,111.44803,30.392088
Cell997,111.44838,30.39642
Cell998,111.45844,30.402655
Cell999,111.460304,30.357258
Cell1000,111.47068,30.476946
Cell1001,111.49301,30.302643
Cell1002,111.497536,30.279842
Cell1003,111.49757,30.279833
Cell1004,111.5013,30.286133
Cell1005,111.501396,30.73746
Cell1006,111.50351,30.290316
Cell1007,111.510574,30.285637
Cell1008,111.51073,30.959742
Cell1009,111.5394,30.293707
Cell1010,111.54639,30.254408
Cell1011,111.5536,29.977238
Cell1012,111.56805,29.969765
Cell1013,111.57904,30.744402
Cell1014,111.58569,32.476185
Cell1015,111.58572,30.534422
Cell1016,111.59551,29.910618
Cell1017,111.61972,32.27768
Cell1018,111.6306,32.40157
Cell1019,111.64308,31.060022
Cell1020,111.65337,30.402182
Cell1021,111.65409,32.254704
Cell1022,111.67661,32.24757
Cell1023,111.678024,32.1454
Cell1024,111.68614,32.37613
Cell1025,111.689156,32.3231
Cell1026,111.69635,32.362797
Cell1027,111.69827,32.309017
Cell1028,111.70944,32.587452
Cell1029,111.7102,32.386284
Cell1030,111.72022,30.007511
Cell1031,111.72494,32.295406
Cell1032,111.7292,32.221455
Cell1033,111.737564,30.789818
Cell1034,111.73927,30.444162
Cell1035,111.73931,32.1522
Cell1036,111.74089,30.159681
Cell1037,111.74292,30.421144
Cell1038,111.743923,30.440387
Cell1039,111.743973,30.440372
Cell1040,111.74586,30.524656
Cell1041,111.752968,30.853308
Cell1042,111.75302,30.853418
Cell1043,111.75339,32.453342
Cell1044,111.753525,30.431107
Cell1045,111.75574,30.782078
Cell1046,111.764084,30.823877
Cell1047,111.76463,30.177832
Cell1048,111.76683,30.166609
Cell1049,111.76916,30.805138
Cell1050,111.76942,30.857534
Cell1051,111.77001,30.186562
Cell1052,111.77524,30.197989
Cell1053,111.780174,30.176971
Cell1054,111.78054,30.807241
Cell1055,111.782234,30.825212
Cell1056,111.78435,30.832619
Cell1057,111.79306,30.797792
Cell1058,111.82137,31.781042
Cell1059,111.821396,32.119167
Cell1060,111.82146,32.528584
Cell1061,111.82577,32.52261
Cell1062,111.82893,30.830484
Cell1063,111.82916,32.157314
Cell1064,111.82937,31.7885
Cell1065,111.829605,30.255539
Cell1066,111.830086,32.14634
Cell1067,111.83473,31.792688
Cell1068,111.83658,30.836548
Cell1069,111.844055,31.769928
Cell1070,111.88356,31.788898
Cell1071,111.885704,32.361286
Cell1072,111.901344,30.296247
Cell1073,111.90684,31.693773
Cell1074,111.910866,31.704409
Cell1075,111.912315,30.751888
Cell1076,111.91389,31.796331
Cell1077,111.920006,30.891094
Cell1078,111.926414,30.675404
Cell1079,111.94797,31.727207
Cell1080,111.95668,30.46526
Cell1081,111.96304,30.68802
Cell1082,111.96656,32.101646
Cell1083,111.966675,32.346546
Cell1084,111.9707,30.567322
Cell1085,111.97568,32.048397
Cell1086,108.68911,30.453897
Cell1087,108.699472,30.273053
Cell1088,108.720085,30.042212
Cell1089,108.72199,30.033232
Cell1090,108.806076,30.175694
Cell1091,108.811806,30.398632
Cell1092,108.91542,30.296234
Cell1093,108.91935,30.288692
Cell1094,108.93425,30.500166
Cell1095,108.96152,30.281097
Cell1096,108.973625,30.289967
Cell1097,108.9744,30.296825
Cell1098,109.09416,29.958994
Cell1099,109.2867,29.482874
Cell1100,109.304115,30.063345
Cell1101,109.329445,29.573486
Cell1102,109.39744,29.45903
Cell1103,109.39846,29.495201
Cell1104,109.4034,29.512882
Cell1105,109.40589,29.495537
Cell1106,109.41066,29.500996
Cell1107,109.41866,29.508858
Cell1108,109.49459,29.670647
Cell1109,109.716995,30.60521
Cell1110,109.724236,30.615786
Cell1111,109.746346,32.319263
Cell1112,109.75172,30.6601
Cell1113,109.77543,30.444426
Cell1114,109.82636,30.29079
Cell1115,109.84883,30.50411
Cell1116,109.896095,32.312725
Cell1117,109.9121,29.831448
Cell1118,110.02948,30.718649
Cell1119,110.152,31.441471
Cell1120,110.20738,32.976513
Cell1121,110.21475,32.80986
Cell1122,110.40988,33.00674
Cell1123,110.42542,30.050268
Cell1124,110.42542,30.05027
Cell1125,110.44956,30.213945
Cell1126,110.73177,32.83217
Cell1127,110.73867,32.81487
Cell1128,110.81474,32.823696
Cell1129,110.95842,32.543278
Cell1130,110.98399,32.958344
Cell1131,111.008644,30.69518
Cell1132,111.010544,30.499884
Cell1133,111.02531,32.42954
Cell1134,111.03693,30.148802
Cell1135,111.060844,30.52959
Cell1136,111.067,30.172695
Cell1137,111.06701,30.172684
Cell1138,111.072266,30.14231
Cell1139,111.08323,30.183395
Cell1140,111.24551,31.156092
Cell1141,111.254084,32.130789
Cell1142,111.32373,30.872786
Cell1143,111.38061,30.42819
Cell1144,111.39873,30.507698
Cell1145,111.413734,30.431492
Cell1146,111.42216,30.383703
Cell1147,111.43691,30.712334
Cell1148,111.437744,30.363989
Cell1149,111.44801,30.392088
Cell1150,111.462265,30.371252
Cell1151,111.46926,30.401062
Cell1152,111.46929,30.401154
Cell1153,111.471756,30.067368
Cell1154,111.493484,30.285873
Cell1155,111.49961,30.437916
Cell1156,111.50189,30.423704
Cell1157,111.50357,30.577152
Cell1158,111.51234,30.430653
Cell1159,111.52003,32.508778
Cell1160,111.52312,30.263172
Cell1161,111.52495,32.530502
Cell1162,111.52674,30.25194
Cell1163,111.533615,32.210186
Cell1164,111.53513,30.244972
Cell1165,111.54756,30.141565
Cell1166,111.55736,30.255888
Cell1167,111.565285,29.935673
Cell1168,111.57906,30.744455
Cell1169,111.580154,30.404528
Cell1170,111.58492,30.639612
Cell1171,111.58959,30.650883
Cell1172,111.594795,30.436619
Cell1173,111.60129,32.28023
Cell1174,111.603935,30.394821
Cell1175,111.61455,32.303574
Cell1176,111.63388,30.904741
Cell1177,111.65459,30.179525
Cell1178,111.65718,31.052814
Cell1179,111.681366,32.41406
Cell1180,111.69082,32.368515
Cell1181,111.695854,29.900621
Cell1182,111.71872,32.25035
Cell1183,111.72517,29.976673
Cell1184,111.726105,32.22739
Cell1185,111.727234,30.169928
Cell1186,111.72846,30.418446
Cell1187,111.73333,32.211494
Cell1188,111.73759,30.789793
Cell1189,111.73898,30.451553
Cell1190,111.74053,30.778217
Cell1191,111.741974,32.311874
Cell1192,111.75266,30.183632
Cell1193,111.75584,30.782108
Cell1194,111.76094,30.430998
Cell1195,111.76228,30.482613
Cell1196,111.76395,30.815027
Cell1197,111.77023,30.435928
Cell1198,111.780525,30.424517
Cell1199,111.789986,30.81072
Cell1200,111.81079,30.831562
Cell1201,111.811282,30.820333
Cell1202,111.823395,30.801613
Cell1203,111.82893,30.830427
Cell1204,111.82957,30.255486
Cell1205,111.83386,30.615274
Cell1206,111.83447,31.792778
Cell1207,111.83961,31.78741
Cell1208,111.848946,31.780365
Cell1209,111.85439,31.785181
Cell1210,111.870056,31.726007
Cell1211,111.87641,30.728893
Cell1212,111.876495,30.893084
Cell1213,111.8857,32.36128
Cell1214,111.89444,30.772827
Cell1215,111.93426,30.916548
Cell1216,111.94793,31.727251
Cell1217,111.98554,30.223433
Cell1218,112.001724,30.817444
Cell1219,112.00532,31.683737
Cell1220,112.00993,31.98549
Cell1221,112.01388,32.024075
Cell1222,112.01067,30.052963
Cell1223,112.010704,30.052988
Cell1224,112.01111,29.985954
Cell1225,112.02082,30.688421
Cell1226,112.02649,32.09983
Cell1227,112.033503,31.402065
Cell1228,112.052216,32.05446
Cell1229,112.06975,29.898731
Cell1230,112.074486,30.9576
Cell1231,112.08247,31.534613
Cell1232,112.11477,32.182148
Cell1233,112.11765,30.016796
Cell1234,112.12139,30.72625
Cell1235,112.12323,30.966806
Cell1236,112.1283,32.1706
Cell1237,112.12832,32.170593
Cell1238,112.13093,30.062004
Cell1239,112.133766,30.50821
Cell1240,112.14007,32.30262
Cell1241,112.142815,32.163185
Cell1242,112.16074,30.048632
Cell1243,112.16235,30.478275
Cell1244,112.19723,30.059948
Cell1245,112.20114,30.049313
Cell1246,112.20395,29.921907
Cell1247,112.20518,30.081017
Cell1248,112.20702,29.988148
Cell1249,112.21284,31.678782
Cell1250,112.213425,30.041243
Cell1251,112.22085,30.054321
Cell1252,112.22217,31.799475
Cell1253,112.2276,31.705784
Cell1254,112.23166,31.701393
Cell1255,112.232895,31.797092
Cell1256,112.233246,30.28948
Cell1257,112.23964,30.042233
Cell1258,112.24675,30.02687
Cell1259,112.25298,31.714417
Cell1260,112.261734,29.98327
Cell1261,112.270645,30.062222
Cell1262,112.27399,31.278894
Cell1263,112.29344,31.754398
Cell1264,112.295006,31.444973
Cell1265,112.30786,30.09278
Cell1266,112.30837,29.746
Cell1267,112.32452,30.076515
Cell1268,112.327031,29.955901
Cell1269,112.3425,29.685383
Cell1270,112.34601,29.846212
Cell1271,112.3525,31.089012
Cell1272,112.36626,30.065256
Cell1273,112.37925,29.606602
Cell1274,112.38123,30.364979
Cell1275,112.395164,29.731222
Cell1276,112.39691,29.692488
Cell1277,112.39746,30.356533
Cell1278,112.40432,31.00276
Cell1279,112.41164,30.04441
Cell1280,112.416176,29.722609
Cell1281,112.41633,30.188242
Cell1282,112.420616,29.89281
Cell1283,112.42143,32.257492
Cell1284,112.42317,29.729746
Cell1285,112.42621,29.641514
Cell1286,112.43046,30.02617
Cell1287,112.43149,30.041388
Cell1288,112.44465,29.743078
Cell1289,112.456825,31.982622
Cell1290,112.459076,32.305336
Cell1291,112.46244,31.467827
Cell1292,112.49769,29.832848
Cell1293,112.49927,30.612791
Cell1294,112.50214,29.89534
Cell1295,112.51404,32.09362
Cell1296,112.524826,30.696089
Cell1297,112.53614,29.987
Cell1298,112.547386,30.882017
Cell1299,112.5489,30.697521
Cell1300,112.549194,32.218113
Cell1301,112.559906,31.102848
Cell1302,112.5673,30.71375
Cell1303,112.57131,30.709372
Cell1304,112.571335,30.591858
Cell1305,112.571465,30.66653
Cell1306,112.573555,29.692087
Cell1307,112.57609,30.652658
Cell1308,112.57611,31.168652
Cell1309,112.5792,31.162048
Cell1310,112.58423,30.992218
Cell1311,112.58423,31.17071
Cell1312,112.58502,31.21246
Cell1313,112.59284,31.17204
Cell1314,112.594795,30.70366
Cell1315,112.59775,31.176916
Cell1316,112.59978,31.165817
Cell1317,112.60153,31.136368
Cell1318,112.60904,29.633284
Cell1319,112.61198,31.109905
Cell1320,112.61642,31.194456
Cell1321,112.61674,31.165033
Cell1322,112.62592,29.683641
Cell1323,112.62629,31.099777
Cell1324,112.62959,30.21729
Cell1325,112.630646,32.310192
Cell1326,112.63577,31.057577
Cell1327,112.66326,32.31269
Cell1328,112.66517,30.866644
Cell1329,112.67272,30.763746
Cell1330,112.675224,31.73258
Cell1331,112.67641,31.172842
Cell1332,112.684456,31.599337
Cell1333,112.68531,30.994831
Cell1334,112.70202,29.973986
Cell1335,112.707794,29.97146
Cell1336,112.73406,32.11525
Cell1337,112.736694,32.098778
Cell1338,112.73671,32.098778
Cell1339,112.74038,31.13373
Cell1340,112.74713,32.265965
Cell1341,112.74947,30.99449
Cell1342,112.75304,32.093082
Cell1343,112.75356,32.08158
Cell1344,112.75406,32.14583
Cell1345,112.758484,32.05722
Cell1346,112.7585,32.057194
Cell1347,112.762535,32.07811
Cell1348,112.76295,32.15593
Cell1349,112.763115,32.117363
Cell1350,112.76758,32.082405
Cell1351,112.76767,32.054867
Cell1352,112.76796,32.10914
Cell1353,112.76822,32.11423
Cell1354,112.768234,32.11426
Cell1355,112.77623,32.107857
Cell1356,112.78952,32.10363
Cell1357,112.789986,32.094925
Cell1358,112.055214,32.061913
Cell1359,112.06345,31.937387
Cell1360,112.06382,30.048056
Cell1361,112.06974,29.898699
Cell1362,112.074486,30.957602
Cell1363,112.075096,30.590015
Cell1364,112.07779,29.911137
Cell1365,112.0804,30.99299
Cell1366,112.086754,30.98111
Cell1367,112.090034,29.861313
Cell1368,112.111015,29.995943
Cell1369,112.12926,32.157223
Cell1370,112.1344,31.856165
Cell1371,112.134415,31.856188
Cell1372,112.1595,31.975218
Cell1373,112.16564,31.87302
Cell1374,112.168304,31.615585
Cell1375,112.17792,30.537445
Cell1376,112.18502,30.605202
Cell1377,112.18955,30.778913
Cell1378,112.19422,31.858948
Cell1379,112.194244,30.094635
Cell1380,112.199265,30.066504
Cell1381,112.20575,30.192238
Cell1382,112.212875,30.044651
Cell1383,112.22332,30.288797
Cell1384,112.23455,30.046192
Cell1385,112.2346,30.046247
Cell1386,112.23715,29.737114
Cell1387,112.23907,31.662848
Cell1388,112.24843,31.677753
Cell1389,112.249985,31.696692
Cell1390,112.25143,30.054174
Cell1391,112.25145,30.054167
Cell1392,112.25936,31.686737
Cell1393,112.26072,31.719568
Cell1394,112.2625,30.452467
Cell1395,112.273994,31.278893
Cell1396,112.27579,31.686317
Cell1397,112.27939,32.15105
Cell1398,112.2859,31.27878
Cell1399,112.28819,31.706917
Cell1400,112.2894,30.05211
Cell1401,112.29355,30.408318
Cell1402,112.31422,30.090488
Cell1403,112.3203,30.058933
Cell1404,112.3234,30.09296
Cell1405,112.326225,29.929451
Cell1406,112.33619,30.999384
Cell1407,112.34425,32.29267
Cell1408,112.374245,32.321278
Cell1409,112.37816,30.355118
Cell1410,112.3832,32.22109
Cell1411,112.38324,32.221092
Cell1412,112.38396,29.677046
Cell1413,112.390755,30.077597
Cell1414,112.391106,29.69571
Cell1415,112.401474,30.038511
Cell1416,112.405785,31.476225
Cell1417,112.40801,30.067331
Cell1418,112.41515,30.020208
Cell1419,112.416916,30.061548
Cell1420,112.421,29.602938
Cell1421,112.434715,29.888477
Cell1422,112.44617,31.37601
Cell1423,112.46301,30.011324
Cell1424,112.4692,30.505688
Cell1425,112.47011,31.385311
Cell1426,112.489395,29.77304
Cell1427,112.50084,30.98261
Cell1428,112.50626,29.85439
Cell1429,112.520134,29.880682
Cell1430,112.526344,29.719393
Cell1431,112.53065,31.158466
Cell1432,112.530655,31.158464
Cell1433,112.53732,31.193748
Cell1434,112.541252,30.702931
Cell1435,112.54599,29.99477
Cell1436,112.54739,29.904343
Cell1437,112.54754,29.904247
Cell1438,112.54806,29.981958
Cell1439,112.54893,30.69755
Cell1440,112.56305,30.46276
Cell1441,112.56358,29.860935
Cell1442,112.56901,31.189194
Cell1443,112.571304,30.709406
Cell1444,112.57137,31.170033
Cell1445,112.571396,31.170046
Cell1446,112.57971,30.715054
Cell1447,112.58128,31.194744
Cell1448,112.58507,31.212477
Cell1449,112.58623,32.14929
Cell1450,112.58785,30.71739
Cell1451,112.593094,30.906517
Cell1452,112.5986,30.95378
Cell1453,112.59969,31.045961
Cell1454,112.60432,30.997059
Cell1455,112.609116,30.61529
Cell1456,112.61197,31.10991
Cell1457,112.613914,30.80619
Cell1458,112.62125,29.777052
Cell1459,112.621254,29.777018
Cell1460,112.62524,31.180416
Cell1461,112.62525,31.180426
Cell1462,112.642784,32.318188
Cell1463,112.6584,31.965166
Cell1464,112.69456,32.330433
Cell1465,112.702034,29.973967
Cell1466,112.71212,29.97692
Cell1467,112.71229,32.13477
Cell1468,112.716995,32.137672
Cell1469,112.72462,32.119225
Cell1470,112.73099,32.094097
Cell1471,112.744324,32.08242
Cell1472,112.7457,31.372759
Cell1473,112.751076,32.110725
Cell1474,112.75137,32.08829
Cell1475,112.75407,32.14583
Cell1476,112.75712,32.123417
Cell1477,112.75916,32.050785
Cell1478,112.759346,32.11182
Cell1479,112.75975,32.008495
Cell1480,112.76039,32.041656
Cell1481,112.77278,32.117573
Cell1482,112.78822,31.51072
Cell1483,112.8055,29.882874
Cell1484,112.81273,32.08865
Cell1485,112.82097,31.19084
Cell1486,112.82284,32.09559
Cell1487,112.87102,30.075813
Cell1488,112.88684,30.15076
Cell1489,112.89118,29.850342
Cell1490,112.905556,29.849783
Cell1491,112.91548,29.831514
Cell1492,112.91734,31.862041
Cell1493,112.92128,29.853703
Cell1494,112.01461,32.034283
Cell1495,112.018845,32.092724
Cell1496,112.02779,31.6814
Cell1497,112.03213,32.022884
Cell1498,112.04674,31.189259
Cell1499,112.05626,31.040977
Cell1500,112.063515,31.695665
Cell1501,112.07077,30.438408
Cell1502,112.0735,31.837805
Cell1503,112.08274,31.941841
Cell1504,112.08499,31.94814
Cell1505,112.086525,29.912817
Cell1506,112.08676,30.981123
Cell1507,112.08789,30.004082
Cell1508,112.107155,31.71552
Cell1509,112.117615,30.22876
Cell1510,112.12343,31.728836
Cell1511,112.12483,31.49143
Cell1512,112.12485,31.491426
Cell1513,112.12651,32.18083
Cell1514,112.12736,31.712334
Cell1515,112.14281,32.1632
Cell1516,112.1788,30.886547
Cell1517,112.181404,31.966822
Cell1518,112.182076,30.54461
Cell1519,112.19426,30.094679
Cell1520,112.19793,30.087675
Cell1521,112.19906,31.817423
Cell1522,112.201164,31.721987
Cell1523,112.20494,30.268955
Cell1524,112.20688,29.852793
Cell1525,112.21057,31.632538
Cell1526,112.21062,30.053522
Cell1527,112.21288,30.044666
Cell1528,112.21399,31.144905
Cell1529,112.217186,30.046309
Cell1530,112.22086,30.05433
Cell1531,112.22231,32.0038
Cell1532,112.22354,31.25013
Cell1533,112.228,32.262913
Cell1534,112.229774,30.063177
Cell1535,112.23325,30.289528
Cell1536,112.24192,31.706228
Cell1537,112.24841,31.677742
Cell1538,112.249985,31.696705
Cell1539,112.26709,31.713688
Cell1540,112.26823,31.568438
Cell1541,112.2706,30.062275
Cell1542,112.279434,30.064291
Cell1543,112.282684,32.141636
Cell1544,112.2861,30.062288
Cell1545,112.289665,31.451023
Cell1546,112.293465,30.038376
Cell1547,112.296974,31.434126
Cell1548,112.30053,30.057972
Cell1549,112.30053,31.656797
Cell1550,112.30511,31.747547
Cell1551,112.32627,29.929403
Cell1552,112.33109,30.994675
Cell1553,112.33315,32.259678
Cell1554,112.33969,32.145313
Cell1555,112.355415,30.089392
Cell1556,112.362114,29.685644
Cell1557,112.37108,30.718573
Cell1558,112.37248,32.18854
Cell1559,112.37626,30.061808
Cell1560,112.376274,30.081997
Cell1561,112.3769,30.855175
Cell1562,112.37925,29.606604
Cell1563,112.38258,30.518808
Cell1564,112.38258,30.51883
Cell1565,112.383575,32.190006
Cell1566,112.38554,31.679312
Cell1567,112.40598,30.043667
Cell1568,112.408066,29.674776
Cell1569,112.409,29.71979
Cell1570,112.40969,30.247005
Cell1571,112.409706,30.07353
Cell1572,112.41698,30.061523
Cell1573,112.42183,29.710648
Cell1574,112.42194,29.702343
Cell1575,112.433105,32.296967
Cell1576,112.4404,30.032654
Cell1577,112.44332,32.0891
Cell1578,112.4462,32.293728
Cell1579,112.47658,30.505693
Cell1580,112.47833,30.925138
Cell1581,112.47982,32.354942
Cell1582,112.48084,31.466825
Cell1583,112.49926,30.612797
Cell1584,112.50848,30.981611
Cell1585,112.52586,30.106438
Cell1586,112.52813,29.98052
Cell1587,112.53323,29.812004
Cell1588,112.54544,30.689016
Cell1589,112.545944,29.99476
Cell1590,112.552,30.691135
Cell1591,112.55201,30.691113
Cell1592,112.565315,31.917614
Cell1593,112.56824,30.697824
Cell1594,112.57138,30.591835
Cell1595,112.57147,30.666523
Cell1596,112.57649,30.708353
Cell1597,112.5787,30.699348
Cell1598,112.58008,31.139366
Cell1599,112.58129,31.194767
Cell1600,112.582245,31.166355
Cell1601,112.58965,31.153526
Cell1602,112.59047,31.130346
Cell1603,112.59164,30.994957
Cell1604,112.59166,32.060005
Cell1605,112.59479,30.703686
Cell1606,112.59712,29.969204
Cell1607,112.598144,31.168903
Cell1608,112.60385,31.107107
Cell1609,112.61043,31.174063
Cell1610,112.6144,32.178406
Cell1611,112.622604,31.21058
Cell1612,112.63361,30.067036
Cell1613,112.6448,30.981625
Cell1614,112.64481,30.981615
Cell1615,112.65602,31.013168
Cell1616,112.65841,31.96516
Cell1617,112.66811,31.445389
Cell1618,112.67574,30.751663
Cell1619,112.70208,29.97395
Cell1620,112.708885,31.824312
Cell1621,112.72856,32.087795
Cell1622,112.72933,32.121784
Cell1623,112.73545,32.104275
Cell1624,112.73989,32.123135
Cell1625,112.74459,32.164333
Cell1626,112.74461,32.164352
Cell1627,112.746056,32.146854
Cell1628,112.75077,32.124638
Cell1629,112.75285,32.041294
Cell1630,112.75364,32.120945
Cell1631,108.65424,30.262646
Cell1632,108.71308,30.473015
Cell1633,108.71314,30.47307
Cell1634,108.722595,30.025438
Cell1635,108.8904,30.279371
Cell1636,108.92149,30.301657
Cell1637,108.92409,30.306917
Cell1638,108.93729,30.300547
Cell1639,108.97522,30.273207
Cell1640,109.07198,29.480463
Cell1641,109.072044,29.480495
Cell1642,109.163536,30.370373
Cell1643,109.19305,29.178274
Cell1644,109.27151,29.277681
Cell1645,109.271515,29.277712
Cell1646,109.30133,29.374935
Cell1647,109.301346,29.374912
Cell1648,109.367341,29.394092
Cell1649,109.3991,29.479712
Cell1650,109.40607,29.48369
Cell1651,109.49715,30.29759
Cell1652,109.56172,30.395802
Cell1653,109.57829,30.59181
Cell1654,109.70494,32.31795
Cell1655,110.03886,33.154892
Cell1656,110.165021,32.165311
Cell1657,110.21477,32.809822
Cell1658,110.260895,32.75493
Cell1659,110.26092,32.75494
Cell1660,110.37127,32.82803
Cell1661,110.72956,32.059357
Cell1662,110.86861,32.833324
Cell1663,110.92946,30.246874
Cell1664,110.95829,32.54314
Cell1665,110.98404,32.95833
Cell1666,111.01,32.851765
Cell1667,111.07227,30.142275
Cell1668,111.204926,30.222204
Cell1669,111.23179,30.101238
Cell1670,111.254084,32.125164
Cell1671,111.32377,30.872807
Cell1672,111.422714,30.402203
Cell1673,111.42708,30.371248
Cell1674,111.427572,30.458301
Cell1675,111.45024,30.36201
Cell1676,111.454926,30.377266
Cell1677,111.455315,30.361109
Cell1678,111.45583,30.366848
Cell1679,111.45585,30.366861
Cell1680,111.47479,30.390982
Cell1681,111.51232,30.430634
Cell1682,111.52162,30.939653
Cell1683,111.52496,32.53049
Cell1684,111.531044,30.435658
Cell1685,111.53392,30.000393
Cell1686,111.54099,30.40335
Cell1687,111.56146,30.250477
Cell1688,111.563545,30.35132
Cell1689,111.5699,30.646557
Cell1690,111.58664,30.522581
Cell1691,111.59199,29.968504
Cell1692,111.595276,30.369352
Cell1693,111.59944,29.971512
Cell1694,111.60694,32.491917
Cell1695,111.60762,32.48281
Cell1696,111.61857,30.402937
Cell1697,111.631004,30.37915
Cell1698,111.633125,30.368822
Cell1699,111.635956,30.672815
Cell1700,111.63919,30.394733
Cell1701,111.64259,30.270779
Cell1702,111.647224,30.385933
Cell1703,111.65719,31.05281
Cell1704,111.66756,30.133528
Cell1705,111.67177,32.35974
Cell1706,111.67358,32.405327
Cell1707,111.68915,32.32314
Cell1708,111.69385,30.419601
Cell1709,111.696014,31.62256
Cell1710,111.69618,30.667082
Cell1711,111.696655,29.968231
Cell1712,111.70743,30.456442
Cell1713,111.71286,32.2864
Cell1714,111.716354,30.341208
Cell1715,111.71651,32.261497
Cell1716,111.71952,32.236942
Cell1717,111.734116,30.42254
Cell1718,111.73814,30.492062
Cell1719,111.741615,30.531202
Cell1720,111.74224,30.764847
Cell1721,111.744446,30.862429
Cell1722,111.744514,30.862453
Cell1723,111.74581,30.524658
Cell1724,111.75276,30.150225
Cell1725,111.75578,30.426077
Cell1726,111.759186,30.209093
Cell1727,111.76083,30.431078
Cell1728,111.77421,30.170135
Cell1729,111.77429,30.821098
Cell1730,111.779175,29.92571
Cell1731,111.78551,32.15365
Cell1732,111.789116,30.826033
Cell1733,111.791374,30.831383
Cell1734,111.803246,32.124767
Cell1735,111.82147,32.52856
Cell1736,111.821625,32.158543
Cell1737,111.82164,32.158558
Cell1738,111.82326,31.775778
Cell1739,111.82368,30.823587
Cell1740,111.82666,30.516628
Cell1741,111.83528,31.864912
Cell1742,111.84534,32.53168
Cell1743,111.84729,31.795553
Cell1744,111.8508,31.774431
Cell1745,111.86013,31.781477
Cell1746,111.871376,32.440006
Cell1747,111.87639,31.715752
Cell1748,111.883125,32.11087
Cell1749,111.89153,31.79166
Cell1750,111.90061,31.813686
Cell1751,111.906654,30.065283
Cell1752,111.90667,30.065342
Cell1753,111.90683,31.693796
Cell1754,111.919945,30.911568
Cell1755,111.92338,32.463737
Cell1756,111.925354,29.891764
Cell1757,111.92575,32.438274
Cell1758,111.93766,30.730879
Cell1759,111.94289,30.763403
Cell1760,111.950485,31.579859
Cell1761,111.95553,30.457914
Cell1762,111.96303,30.688078
Cell1763,111.965935,32.353897
Cell1764,111.97102,30.707653
Cell1765,111.98216,30.416357
Cell1766,108.68102,30.307713
Cell1767,108.825,30.270575
Cell1768,108.89537,30.514011
Cell1769,108.90039,30.284027
Cell1770,108.90039,30.284033
Cell1771,108.9136,30.278109
Cell1772,108.92063,30.314728
Cell1773,108.92417,30.306974
Cell1774,108.950394,30.279501
Cell1775,108.95421,30.284803
Cell1776,109.183044,29.427982
Cell1777,109.19959,29.953281
Cell1778,109.225586,29.208078
Cell1779,109.30133,29.374952
Cell1780,109.39843,29.495209
Cell1781,109.403206,29.50633
Cell1782,109.42005,29.525396
Cell1783,109.42389,29.524101
Cell1784,109.44303,30.015657
Cell1785,109.451965,29.554682
Cell1786,109.49918,29.761763
Cell1787,109.57218,32.33088
Cell1788,109.711845,32.314114
Cell1789,109.7222,30.600012
Cell1790,109.74634,32.319332
Cell1791,109.825325,30.057018
Cell1792,109.85624,30.55945
Cell1793,109.86517,33.126484
Cell1794,109.92551,30.132908
Cell1795,110.02982,29.891554
Cell1796,110.20989,29.954256
Cell1797,110.434845,32.99016
Cell1798,110.53593,30.670137
Cell1799,110.541695,29.866282
Cell1800,110.67372,30.19719
Cell1801,110.86854,32.833305
Cell1802,111.001625,30.902317
Cell1803,111.00859,30.695148
Cell1804,111.035484,32.03728
Cell1805,111.06335,31.016422
Cell1806,111.06886,32.45533
Cell1807,111.083244,30.183445
Cell1808,111.09326,30.432072
Cell1809,111.120255,30.389215
Cell1810,111.275604,32.386593
